name,bn_name,number_of_bed,union_id,upazila_id,district_id,organization_type,hospital_type,url,lat,lon
Madhukhali Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,397,52,GOVERNMENT,UPAZILA,null,null,null
Nagarkanda Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,394,52,GOVERNMENT,UPAZILA,null,null,null
Sadarpur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,393,52,GOVERNMENT,UPAZILA,null,null,null
Chhagalnaiya Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,18,2,GOVERNMENT,UPAZILA,null,null,null
Daganbhuiyan Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,23,2,GOVERNMENT,UPAZILA,null,null,null
Fulgazi Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,21,2,GOVERNMENT,UPAZILA,null,null,null
Parshuram Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,22,2,GOVERNMENT,UPAZILA,null,null,null
Sonagazi Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,20,2,GOVERNMENT,UPAZILA,null,null,null
Fulchhari Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,434,57,GOVERNMENT,UPAZILA,null,null,null
Gobindaganj Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,432,57,GOVERNMENT,UPAZILA,null,null,null
Palashbari Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,430,57,GOVERNMENT,UPAZILA,null,null,null
Sadullapur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,428,57,GOVERNMENT,UPAZILA,null,null,null
Saghatta Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,431,57,GOVERNMENT,UPAZILA,null,null,null
Sundarganj Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,433,57,GOVERNMENT,UPAZILA,null,null,null
Kaliakair Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,318,41,GOVERNMENT,UPAZILA,null,null,null
Kaliganj Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,418,41,GOVERNMENT,UPAZILA,null,null,null
Kapasia Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,319,41,GOVERNMENT,UPAZILA,null,null,null
Sreepur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,321,41,GOVERNMENT,UPAZILA,null,null,null
Kashiani Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,386,51,GOVERNMENT,UPAZILA,null,null,null
Kotalipara Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,388,51,GOVERNMENT,UPAZILA,null,null,null
Muksudpur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,389,51,GOVERNMENT,UPAZILA,null,null,null
Tungipara Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,387,51,GOVERNMENT,UPAZILA,null,null,null
Ajmiriganj Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,294,38,GOVERNMENT,UPAZILA,null,null,null
Bahubal Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,293,38,GOVERNMENT,UPAZILA,null,null,null
Baniachong Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,295,38,GOVERNMENT,UPAZILA,null,null,null
Chunarughat Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,297,38,GOVERNMENT,UPAZILA,null,null,null
Lakhai Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,296,38,GOVERNMENT,UPAZILA,null,null,null
Madhabpur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,299,38,GOVERNMENT,UPAZILA,null,null,null
Nabiganj Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,292,38,GOVERNMENT,UPAZILA,null,null,null
Bakshiganj Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,481,63,GOVERNMENT,UPAZILA,null,null,null
Dewanganj Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,478,63,GOVERNMENT,UPAZILA,null,null,null
Islampur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,477,63,GOVERNMENT,UPAZILA,null,null,null
Madarganj Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,480,63,GOVERNMENT,UPAZILA,null,null,null
Melandaha Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,476,63,GOVERNMENT,UPAZILA,null,null,null
Sarishabari Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,479,63,GOVERNMENT,UPAZILA,null,null,null
Abhaynagar Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,172,20,GOVERNMENT,UPAZILA,null,null,null
Bagherpara Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,173,20,GOVERNMENT,UPAZILA,null,null,null
Chaugachha Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,174,20,GOVERNMENT,UPAZILA,null,null,null
Jhikargachha Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,175,20,GOVERNMENT,UPAZILA,null,null,null
Keshabpur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,176,20,GOVERNMENT,UPAZILA,null,null,null
Manirampur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,171,20,GOVERNMENT,UPAZILA,null,null,null
Sharsha Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,178,20,GOVERNMENT,UPAZILA,null,null,null
Kanthalia Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,231,30,GOVERNMENT,UPAZILA,null,null,null
Nalchity Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,232,30,GOVERNMENT,UPAZILA,null,null,null
Rajapur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,233,30,GOVERNMENT,UPAZILA,null,null,null
Harinakunda Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,226,29,GOVERNMENT,UPAZILA,null,null,null
Kaliganj Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,418,29,GOVERNMENT,UPAZILA,null,null,null
Kotchandpur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,228,29,GOVERNMENT,UPAZILA,null,null,null
Maheshpur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,229,29,GOVERNMENT,UPAZILA,null,null,null
Shailkupa Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,225,29,GOVERNMENT,UPAZILA,null,null,null
Akkelpur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,150,17,GOVERNMENT,UPAZILA,null,null,null
Kalai Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,151,17,GOVERNMENT,UPAZILA,null,null,null
Khetlal Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,152,17,GOVERNMENT,UPAZILA,null,null,null
Panchbibi Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,153,17,GOVERNMENT,UPAZILA,null,null,null
Dighinala Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,89,10,GOVERNMENT,UPAZILA,null,null,null
Lakshmichhari Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,91,10,GOVERNMENT,UPAZILA,null,null,null
Mahalchhari Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,92,10,GOVERNMENT,UPAZILA,null,null,null
Manikchhari Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,93,10,GOVERNMENT,UPAZILA,null,null,null
Matiranga Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,95,10,GOVERNMENT,UPAZILA,null,null,null
Panchhari Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,90,10,GOVERNMENT,UPAZILA,null,null,null
Ramgarh Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,94,10,GOVERNMENT,UPAZILA,null,null,null
Batiaghata Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,212,27,GOVERNMENT,UPAZILA,null,null,null
Dacope Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,213,27,GOVERNMENT,UPAZILA,null,null,null
Dighalia Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,208,27,GOVERNMENT,UPAZILA,null,null,null
Dumuria Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,211,27,GOVERNMENT,UPAZILA,null,null,null
Koyra Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,214,27,GOVERNMENT,UPAZILA,null,null,null
Paikgachha Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,206,27,GOVERNMENT,UPAZILA,null,null,null
Phultala Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,207,27,GOVERNMENT,UPAZILA,null,null,null
Rupsa Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,209,27,GOVERNMENT,UPAZILA,null,null,null
Terokhada Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,210,27,GOVERNMENT,UPAZILA,null,null,null
Austagram Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,355,45,GOVERNMENT,UPAZILA,null,null,null
Bajitpur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,354,45,GOVERNMENT,UPAZILA,null,null,null
Bhairab Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,347,45,GOVERNMENT,UPAZILA,null,null,null
Hossainpur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,349,45,GOVERNMENT,UPAZILA,null,null,null
Itna Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,345,45,GOVERNMENT,UPAZILA,null,null,null
Karimganj Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,353,45,GOVERNMENT,UPAZILA,null,null,null
Katiadi Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,346,45,GOVERNMENT,UPAZILA,null,null,null
Kuliarchar Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,351,45,GOVERNMENT,UPAZILA,null,null,null
Mithamain Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,356,45,GOVERNMENT,UPAZILA,null,null,null
Nikli Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,357,45,GOVERNMENT,UPAZILA,null,null,null
Pakundia Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,350,45,GOVERNMENT,UPAZILA,null,null,null
Tarail Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,348,45,GOVERNMENT,UPAZILA,null,null,null
Bhurungamari Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,450,60,GOVERNMENT,UPAZILA,null,null,null
Chilmari Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,454,60,GOVERNMENT,UPAZILA,null,null,null
Fulbari Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,411,60,GOVERNMENT,UPAZILA,null,null,null
Nageshwari Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,449,60,GOVERNMENT,UPAZILA,null,null,null
Rajarhat Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,452,60,GOVERNMENT,UPAZILA,null,null,null
Rajibpur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,456,60,GOVERNMENT,UPAZILA,null,null,null
Raumari Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,455,60,GOVERNMENT,UPAZILA,null,null,null
Ulipur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,453,60,GOVERNMENT,UPAZILA,null,null,null
Bheramara Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,201,25,GOVERNMENT,UPAZILA,null,null,null
Daulatpur Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,50,null,200,25,GOVERNMENT,UPAZILA,null,null,null
Khoksa Upazila Health Complex,উপজেলা স্বাস্থ্য কমপ্লেক্স,31,null,198,25,GOVERNMENT,UPAZILA,null,null,null
